formation,"parmi les enseignements fournis par l'ecole, quels sont ceux qui meriteraient d'etre approfondis ou renforces ?"
Genie Biologique et Agroalimentaires (GBA),L'insertion professionnelle et les differentes voies possible apres l'ecole  Le travail de groupe La mise en situation en entreprise 
Genie Biologique et Agroalimentaires (GBA),Marketing Technique de r&D
Genie Biologique et Agroalimentaires (GBA),Plus de visites d'entreprises
Mecanique et Interactions (MI),Plus de phenomenes physiques approfondies (dynamique vibration choc ...)
Materiaux (MAT),Nsp
Mecanique Structures Industrielles (MSI - apprentissage),Projet mecanique (plus de temps). Utilisation de modeles de simulation. Activites a l'atelier
Genie Biologique et Agroalimentaires (GBA),Management  Gestion de projet  Gestion d'equipe  Utilisation d'ERP RSE
Microelectronique Et Automatique (MEA),Cours de programmation informatique
Sciences et Technologies de l'Eau (STE),Les enseignements sur les logiciels couramment utilises par les entreprises  dans mon cas : QGIS AutoCAD logiciels de modelisation etc. En plus de plus de preparation aux fonctionnements des organismes publics.
Materiaux (MAT),Mecanique
Genie Biologique et Agroalimentaires (GBA),Non concernee - j'ai developpe mon entreprise de bijouterie artisanale 
Genie Biologique et Agroalimentaires (GBA),Genie de procedes 
Informatique et Gestion (IG),Machine learning
Materiaux (MAT),La Resistance des Materiaux m'a paru ne pas etre a la hauteur par rapport a ce qu'on aurait pu y apprendre.
Sciences et Technologies de l'Eau (STE),Vraiment pas assez de sortie terrain et projet concret 
Materiaux (MAT),Gestion de projet plus de lien avec le monde professionnel 
Sciences et Technologies de l'Eau (STE),gestion des milieux aquatiques prevention des risques amenagement des bassins versants genie-civil formation QGIS
Materiaux (MAT),Renforcer les entrainements aux candidatures entretiens de motivation reseaux ( LinkedIn Apec etc...) 
Mecanique Structures Industrielles (MSI - apprentissage),Anglais.
Informatique et Gestion (IG),SSI - Could have used more practical examples/projects instead of only theory
Microelectronique Et Automatique (MEA),La conception de cartes electroniques 
Informatique et Gestion (IG),Tout ce qui est lie a la mise en production : environnement de test CI  dockers  deploiement etc. ca manque cruellement ! 
Informatique et Gestion (IG),La connaissances des technos utilises dans le milieu professionnel actuellement 
Informatique et Gestion (IG),Data cloud
Informatique et Gestion (IG),La methode Agile le metier de Scrum Master PO etc.
Genie Biologique et Agroalimentaires (GBA),Gestion de projet 
Systemes Embarques (SE - apprentissage),Il faudrait approfondir tout ce qui touche au FPGA mais surtout remplacer les cours de C++ par du Rust de toute urgence c'est l'avenir !
Genie Biologique et Agroalimentaires (GBA),Plan d'experience et microbiologie industrielle 
Microelectronique Et Automatique (MEA),Droit du travail & anglais & programmation
Sciences et Technologies de l'Eau (STE),Logiciels hydraulique gratuits (HeC Ras Hec HMS)
Genie Biologique et Agroalimentaires (GBA),Logistique ordonnancement management et tout ce qui etait lie au monde de l'entreprise. Ces enseignements ont ete survoles. Ce sentiment est accentue lorsque la comparaison est faite avec personnes croisees issues du milieu de l'ingenierie et travaillant avec moi.
Materiaux (MAT),L'insertion professionnel 
Materiaux (MAT),Gestion d'entreprise Droit Solidworks...
Informatique et Gestion (IG),Matieres avec projets informatiques
Eau et Genie Civil (EGC - apprentissage),Contractuel des marches publics et prives. 
Microelectronique Et Automatique (MEA),PCB ++
Microelectronique Et Automatique (MEA),/
Microelectronique Et Automatique (MEA),Utilisation de git
Microelectronique Et Automatique (MEA),Ceux qui sont dans mes centres d'interets evidemment car a mon sens ils n'ont pas ete assez approfondis: VHDL Anglais CIN. De plus les cours d'expression orale ecrite d'economie entre autres devraient etre plus appuyes car pas assez valorises je trouve.
Microelectronique Et Automatique (MEA),Reseaux
Informatique et Gestion (IG),Algo BDD projets web projets industriels
Microelectronique Et Automatique (MEA),Comme je ne sais pas trop comment repondre je dirais que concerant les projets cites a la question d'avant il serait incroyable de proposer des projets au service d'entreprises. J'ai conscience que cela demande beaucoup d'organisation et les responsabilites sont enormes et peut etre pas envisageable.  Cependant cela rajouterait la dimension budget aux projets. 
Systemes Embarques (SE - apprentissage),Elec
Mecanique et Interactions (MI),Anglais 
Informatique et Gestion (IG),Non c'etait la bonne dose pour avoir la base en presque tout
Mecanique et Interactions (MI),Les outils informatiques de base ... excel le codage en vba et le logiciel CATIA
Mecanique Structures Industrielles (MSI - apprentissage),Metallurgie/Soudage (pas procede mise en application documentaire)
Mecanique et Interactions (MI),MEF Conception mecanique
Mecanique et Interactions (MI),Plus de stages
Mecanique et Interactions (MI),mef elasticite rdm
Mecanique et Interactions (MI),Refaire CAO en fin de formation Vraiment faire de l'usinage en procedes mise en forme  
Mecanique et Interactions (MI),Mecanique pratique (savoir monter un roulement demonter une boite de vitesse etc.) Biomecanique
Microelectronique Et Automatique (MEA),C/C++ OS temps reel
Mecanique Structures Industrielles (MSI - apprentissage),Linguistiques
Mecanique Structures Industrielles (MSI - apprentissage),Gestion de projet gestion de budget
Materiaux (MAT),Management
Mecanique Structures Industrielles (MSI - apprentissage),- Management - Anglais
Eau et Genie Civil (EGC - apprentissage),L'accompagnement des profs en PEIP
Eau et Genie Civil (EGC - apprentissage),Droit du travail des la premiere annee pour les apprentis
Genie Biologique et Agroalimentaires (GBA),Notion technique 
Genie Biologique et Agroalimentaires (GBA),Je pense que le cours sur les plans d'experience pourrait etre tres interessant mais je reconnais que je ne sais pas comment faire pour que les futurs etudiants integrent vraiment la methode : peut-etre l'aborder tot en premiere annee et ensuite l'appliquer a plusieurs TP ? (Si je me souviens bien on les avait appliques en TP a l'ATA mais c'est peut-etre une methode qui rentre mieux avec la repetition ?) Apres je ne suis pas sure que ce soit une matiere utile a toutes les specialites mais surtout en R&D et le probleme est qu'en pratique j'ai l'impression qu'elle n'est que tres peu utilisee en entreprises...
Materiaux (MAT),Process de fabrication a grande echelle des materiaux (molding extrusion ...)
Informatique et Gestion (IG),Methodologie Agile et variants
Systemes Embarques (SE - apprentissage),Electronique analogique Gestion des projets 
Sciences et Technologies de l'Eau (STE),Connaissances des acteurs du monde de l'eau publics comme prives
Informatique et Gestion (IG),La communication!!
Sciences et Technologies de l'Eau (STE),L'utilisation des differents logiciels
Sciences et Technologies de l'Eau (STE),L'introduction au genie civil meriterait grandement d'etre vu plus en detail. Les cours d'hydrauliques sont trop eloignes de la realite d'exploitation et de fonctionnement en vie active ils restent neanmoins essentiels. L'usage des normes et les cours de droit (oriente sur notre domaine et non le travail en general) meriteraient d'etre approfondit.  
Sciences et Technologies de l'Eau (STE),VBA et anglais. 
Mecanique Structures Industrielles (MSI - apprentissage),Norme gestion de projet reglementation
Sciences et Technologies de l'Eau (STE),Utilisation logiciels SIG
Microelectronique Et Automatique (MEA),Les projets
Mecanique et Interactions (MI),/
Materiaux (MAT),gestion de projet
Genie Biologique et Agroalimentaires (GBA),Management Des equipes
Mecanique et Interactions (MI),Eco-conception dimensionnement 2nd langue gestion de projet
Genie Biologique et Agroalimentaires (GBA),Methode amelioration continue  Les process agroalimentaires  
Sciences et Technologies de l'Eau (STE),- Reglementation (ex : Loi sur l'Eau SAGE SDAGE Contrat de milieu etc. ) - Logiciels SIG type QGIS
Genie Biologique et Agroalimentaires (GBA),Gestion de Projet informatique.
Genie Biologique et Agroalimentaires (GBA),Je trouve qu'il y a certaines matieres qui sont difficiles d'acces en 1ere annee d'ecole selon la section d'ou l'on vient.  Ex : Du fait du parcours dont je venais j'ai rencontre de tres grosses difficultes en Nutrition Biologie moleculaire metabolisme. Je venais d'un DUT Genie Chimique/Genie des Procedes et je n'avais pas eu de cours de ce type en DUT (il n'y avait pas de matieres en lien avec de la 'biologie'). Donc en 1ere annee d'ecole je n'avais pas les bases pour suivre correctement le niveau des enseignements proposes (pour d'autres eleves venant de sections differentes c'etait d'autres enseignements qui ont pu poser problemes). Sachant que d'autres eleves avaient eu des formations tres axees sur ces enseignements auparavant (ex : Prepa BCPST) on a repris a des niveaux assez avances (certes on a eu quelques cours de remise a niveau mais clairement pas assez expliques et totalement insuffisants). Pour les eleves dans ce cas (il y a aussi ceux qui venaient de prepa physique/chimie qui ont eu des difficultes a ce niveau) nous avons essaye de nous debrouiller un peu seuls mais je pense que nous avons aujourd'hui des bases vraiment faibles dans ces matieres la au final. Je pense donc qu'il faut peut etre essayer de travailler la dessus selon la section d'ou l'on vient et selon les sections dont viennent les autres on va devoir suivre certains enseignements a des niveaux assez avances alors que parfois on est vraiment debutants en arrivant a l'ecole. Et donc a l'issue de la formation on a tout appris tres vite dans ces quelques matieres et on a mal acquis ces connaissances la. Heureusement il y a beaucoup d'autres matieres qui compensent mais je trouve cela vraiment dommage. 
Genie Biologique et Agroalimentaires (GBA),Insertion pro 
Genie Biologique et Agroalimentaires (GBA),Insertion professionnelle 
Genie Biologique et Agroalimentaires (GBA),Cours d'innovation et projets de formulation
Genie Biologique et Agroalimentaires (GBA),Donner les bases de chaque specialite a tout le monde par exemple ayant ete en ITOI j'aurai tout de meme aime avoir des bases en QSE et gestion de production 
Genie Biologique et Agroalimentaires (GBA),Je pense qu'il serait interessant d'approfondir les demarches de resolution de probleme. De plus davantage d'economie en pratique serait benefique (creation d'entreprise travailler en freelance obtenir un investissement former un partenariat etc)
Genie Biologique et Agroalimentaires (GBA),La gestion d'un ERP  Formation sur Excel  Les normes sanitaire (HACCP)
Genie Biologique et Agroalimentaires (GBA),Definition du projet professionnel 
Informatique et Gestion (IG),Il faudrait renforcer les enseignements qui sont utiles au quotidien dans notre travail sans constituer litteralement le travail que l'on fourni. Je pense au versionnage (git) a la revue par les pairs (github) aux tests (unitaires fonctionnels et d'integration) et a la mise en place du projet (docker kubernetes). On nous en parle souvent mais les cours concret dessus se font rares.
Informatique et Gestion (IG),La IA
Informatique et Gestion (IG),La parti java moderne (spring boot kafka micronaut etc...)
Informatique et Gestion (IG),Les techniques (informatique) 
Materiaux (MAT),Cours sur l'energie.
Materiaux (MAT),Les cours appliques (sur les materiaux)
Materiaux (MAT),Simulation sur logiciel pro (solidworks ansys catia....)
Materiaux (MAT),Eco conception
Materiaux (MAT),choix des materiaux 
Materiaux (MAT),CAO
Materiaux (MAT),les plans d'experiences et ANOVA ceux etudies en cours ne sont pas souvent utilises en entreprise (Taguchi)
Materiaux (MAT),Anglais (Faire des cours 'theoriques' en anglais en plus des cours classiques d'anglais) Avoir des cours plus globaux et pratiques sur l'ensemble des materiaux et pas seulement faire des cours par classe de materiaux (Un peu dans la lancee des projets eco-conception). Encore plus de cours orientes DDRS exemple : eco-conception analyse de cycle de vie cycle de conference ... c'est personnellement ce qui m'interessait le plus pour mon projet professionnel et c'est ce qui demarque le plus mon CV. Et je pense egalement que c'est recherche par les employeurs.
Materiaux (MAT),La RDM 
Materiaux (MAT),Le travail par projet avec des industriels permettant de mettre en oeuvre des competences ingenieures avant d'entrer dans le monde professionnel 
Materiaux (MAT),Les methodes d'analyses (MASC) que l'on voit en 3e annee meme si elles sont tres bien enseignees peut-etre en insister de nouveau dessus en 4e ou 5e annee
Materiaux (MAT),J'aurais aime faire plus de stage (a cause de la situation sanitaire pas de stage de 4A). L'experience en entreprise manquait beaucoup a la fin de ma formation.
Materiaux (MAT),Toute les matieres en lien avec la mecaniques c'est beaucoup trop theorique
Materiaux (MAT),Cristallographie Ceramique RdM
Materiaux (MAT),Les cours sur les normes et le droit du travail meriteraient d'etre approfondis 
Microelectronique Et Automatique (MEA),Tous enseignements a remettre au gout du jour
Microelectronique Et Automatique (MEA),l'electronique en general ainsi que la conception de PCB
Microelectronique Et Automatique (MEA),Les enseignement a approfondir varient d'une personnes a l'autre. J'aurai aime en plus d'enseignement sur la programmation ou l'electronique numerique
Microelectronique Et Automatique (MEA),Les cours theoriques sur les ondes les composants et les capteurs sont des axes primaires a notre formations et notre futur metier.
Microelectronique Et Automatique (MEA),Electronique
Microelectronique Et Automatique (MEA),NSP
Microelectronique Et Automatique (MEA),Reseaux et telecommunications programmation objet
Mecanique et Interactions (MI),La conception mecanique ainsi que les methode de fabrication Les cours de CAO  
Mecanique et Interactions (MI),La methode des elements finis est tres theorique et on devrait avoir plus de pratique (surtout sur le maillage des pieces avec les partitions etc).
Mecanique et Interactions (MI),conception mecanique savoir se vendre en entretien comprendre le fonctionnement du monde pro
Mecanique et Interactions (MI),Conception  
Mecanique et Interactions (MI),- Travail Bibliographique - Notions eutrepreneuriales
Mecanique et Interactions (MI),anglais CAO
Mecanique et Interactions (MI),MMC
Mecanique et Interactions (MI),Tout l'aspect modelisation 3D notamment sur la pratique qui a ete quasiment absente de la formation. 
Mecanique et Interactions (MI),Plus d'applications concretes en meca. Par exemple plus de cours de structure. Davantage de CAO j'ai trouve qu'il y en avait tres peu durant la formation.
Mecanique et Interactions (MI),Peut etre les soft skills et la communication
Mecanique et Interactions (MI),RAS
Sciences et Technologies de l'Eau (STE),Technologies de traitement : approfondir le traitement de l'eau potable et parler d'autres technologies (EDI...)
Sciences et Technologies de l'Eau (STE),En hydraulique plus parler des elements constituants (conduites ventouses vannes etc...) les reseaux serait un plus. 
Sciences et Technologies de l'Eau (STE),En maitrise d'ouvrage etude des offres meriterait d'etre renforcee  
Sciences et Technologies de l'Eau (STE),Les cours de management
Sciences et Technologies de l'Eau (STE),SIG
Sciences et Technologies de l'Eau (STE),Peut-etre un peu plus de modelisation en charge 
Sciences et Technologies de l'Eau (STE),Je pense qu'en l'etat actuel il n'est pas necessaire d'approfondir les cours : ceux-ci permettent d'avoir une bonne base de connaissance dans le domaine de l'eau. Eventuellement les cours de specialite pourraient l'etre mais je pense que la situation sanitaire a influe sur ce point (premier confinement en mars/avril/mai 2020).
Sciences et Technologies de l'Eau (STE),L'ensemble des enseignements du pole biologie-Ecologie meriteraient plus d'aspects theoriques et pratiques adaptes au milieu marin 
Sciences et Technologies de l'Eau (STE),- D avoir plus de relation avec le monde professionnel.  -Approfondir completement un logiciel de modelisation hydraulique 
Eau et Genie Civil (EGC - apprentissage),Tout ce qui touche au genie civil... C'est vraiment survole quand on a aucune formation GC anterieure. 
Eau et Genie Civil (EGC - apprentissage),Structure
Eau et Genie Civil (EGC - apprentissage), Le genie civil 
Mecanique Structures Industrielles (MSI - apprentissage),Cours d'Appareils Sous Pression (tuyauterie) Bureau d'etude (tuyauterie eurocode)
Systemes Embarques (SE - apprentissage),Droit du travail
Systemes Embarques (SE - apprentissage),Git
Sciences et Technologies de l'Eau (STE),Sciences humaines et sociales
Mecanique et Interactions (MI),Conception mecanique  Le droit du travail des cadres  
Sciences et Technologies de l'Eau (STE),Hydraulique notamment des logiciels utilises par les bureaux d'etudes et un peu plus de terrain
Genie Biologique et Agroalimentaires (GBA),Management 
Materiaux (MAT),Gestion de projet Communication Projet d'entreprenariat 
Materiaux (MAT),ACV normes
Materiaux (MAT),Enseignement de Management de projet et qualite
Materiaux (MAT),Betons
Microelectronique Et Automatique (MEA),Dev Kotlin (application mobile)  POO (avec des TD/TP plus concrets et qui partent de + simple pour bien poser les bases sans accelerer trop vite)  Microcontroleurs : commencer sur des cartes + abordables (raspberry Arduino...). Ne pas nous jeter tout de suite sur STM
Microelectronique Et Automatique (MEA),Plus de gestion de projet ou gestion d entreprise 
Microelectronique Et Automatique (MEA),La conception d'electronique analogique.
Microelectronique Et Automatique (MEA),Droit des contrats semaine de l'environnement
Systemes Embarques (SE - apprentissage),Programmation
Systemes Embarques (SE - apprentissage),Gestion de projet gestion de l'innovation 
Microelectronique Et Automatique (MEA),L'aspect pratique de chacun de nos cours 
Microelectronique Et Automatique (MEA),Entrepreneuriat
Microelectronique Et Automatique (MEA),Management
Microelectronique Et Automatique (MEA),L'utilisation d'Excel L'utilisation de microcontrolleur
Systemes Embarques (SE - apprentissage),L'impact ecologique : basse consommation des systemes choix des composants par rapport aux justifications que demande les certifications ISO Anglais (conversation evolution dans le monde pro en anglais pas seulement le Toeic)
Systemes Embarques (SE - apprentissage),ELECTRONIQUE :  -triacs MOS Opto etc... 
Microelectronique Et Automatique (MEA),Le cours de programmation orientee objet (C++) et le microelectronique RF.
Systemes Embarques (SE - apprentissage),-Utilisation de logiciels de travail collaboratif : Git SVN... Une seule journee de sensibilisation a Git n'est pas suffisante et ces outils sont tres utilises en entreprise.
Microelectronique Et Automatique (MEA),Creation d'entreprise :)
Systemes Embarques (SE - apprentissage), 
Microelectronique Et Automatique (MEA),Les cours de science theoriques notamment ceux de 1ere annee.
Microelectronique Et Automatique (MEA),Le versioning et les tests meriteraient un cours (plus tard qu'en debut de 3A) car ce sont des competences tres demandees et redhibitoires. L'utilisation de ces moyens pourrait par exemple etre demande pour certains rendus de projet.
Microelectronique Et Automatique (MEA), 
Systemes Embarques (SE - apprentissage),Linux Embarque Capteurs POO Cryptographie
Sciences et Technologies de l'Eau (STE),D'avoir des projets qui ressemblent a ceux d'un bureau d'etude  Travailler plus sur des SIG (QGIS par exemple)
Sciences et Technologies de l'Eau (STE),Gestion de projet Maitrise d'oeuvre
Microelectronique Et Automatique (MEA),La specialisation Microelectronique 
Sciences et Technologies de l'Eau (STE),Utilisation de logiciels techniques (utilises en entreprise) 
Sciences et Technologies de l'Eau (STE),Redaction  Dimensionnement de STEP/UTEP 
Sciences et Technologies de l'Eau (STE),La modelisation via des logiciels UTILISES en bureau d'etudes
Microelectronique Et Automatique (MEA),- Lors du cours sur les STM32 il serait interessant d'approfondir les methodes d'optimisation des ressources (energie temps etc).  - Avoir davantage de retour sur les stages MEA3 MEA4. Nous realisons ces stages ecrivons un rapport mais nous ne nous rendons pas forcement compte de ce que nous ont apporte.  - L'utilisation de Git. Nous le voyons en debut de MEA mais nous ne sommes jamais amenes a l'utiliser dans le cadre d'un projet.
Microelectronique Et Automatique (MEA),1) L'oriente objet : Je pense qu'il serait plus judicieux d'apprendre l'UML et l'oriente objet plutot que de coder directement en C++ qui est un langage dur et incomprehensible pour certains. Il l'est encore plus quand on ne connait pas les notions de POO  2) L'utilisation de GIT : L'utilisation de GIT lors d'un mini projet a plusieurs avec differentes fonctionnalites a implementer pourrait etre interessant car ce sont des competences qui peuvent etre souvent requises a l'entretien notamment. Il est absolument inutile d'enseigner ca en debut de 3A ou la majorite ne comprennent aboslument rien ! En 4A ou meme 5A cela serait plus interessant.  3) Pour la perception l'utilisation de Python et d'Open CV me semblent etre une bonne idee   4) Beaucoup de cours en robotique devraient etre retravailles. La robotique mobile me semble inutile. Hormis le projet mais tous les projets n'etaient lies a la robotique mobile. Une initiation a la robotique industrielle qui n'a rien a voir avec la theorie pourrait etre interessante comme un TP d'initiation au robot Kuka et au FANUC  5) Plus de mises en pratique devraient etre faites au niveau traitement du signal numerique. Nous apprenons la theorie nous avons des STM mais a aucun moment nous n'avons mis en pratique la theorie dans un programme ... Dommage.. Le fait de ne pas mettre en pratique implique notamment que nous ne retenons pas tout et que nous faisons le tri dans ce qui nous semble interessant a retenir ou non. Actuellement je n'ai aucun souvenir de la theorie.. Et il me seraient inutile de repprendre les cours si besoin    
Materiaux (MAT),Cours de gestion de projets et anglais 
Materiaux (MAT),Outils statistiques et plans d'experiences par la realisation d'un projet
Materiaux (MAT),Les travaux pratiques
Materiaux (MAT),Les enseignements d'eco conception (plus d'heures reelle demande sur le marche de l'emploi) La RDM : professeur non adapte qui doit revoir ses methodes d'enseignement. Une matiere importante mais rendu ininteressante.
Materiaux (MAT),J'approfondirais l'enseignement 'metaux' avec l'etude des differents types de corrosion.
Materiaux (MAT),Management / gestion projet. Projet collaboratif avec entreprise. Meilleur connaissance de l'organisation d'une entreprise. 
Materiaux (MAT),Rdm
Sciences et Technologies de l'Eau (STE),Hydraulique
Mecanique Structures Industrielles (MSI - apprentissage),Tous les enseignements vraiment propres a notre specialite. Ce sont ces competences techniques qui nous differencient des ingenieurs powerpoint des grandes ecoles.
Sciences et Technologies de l'Eau (STE),Genie civil Genie vegetal  Hydroelectricite 
Materiaux (MAT),Ecrire en anglais des documents techniques.
Sciences et Technologies de l'Eau (STE),Utilisation d'un SIG 
Sciences et Technologies de l'Eau (STE),Droit des entreprises
Materiaux (MAT),Les cours specifiques aux materiaux
Sciences et Technologies de l'Eau (STE),Genie des procedes (Traitement des eaux usees)
Materiaux (MAT),Je pense qu'il faut approfondir plus sur les enseignements generales en sciences des materiaux ainsi que donner plus des defis aux eleves tels que le projet comportement materiaux. En outre je pense que il faut donner plus d'importance a la facon de reflechir et comment resoudre les problemes actuelles dans l'industrie et recherche et developpement. Je crois qu'il y a parfois une demande plus grande a la memorisation des certaines informations (qui peuvent etre facilement trouve avec un portable) que dans la facon de reflechir du eleve.
Genie Biologique et Agroalimentaires (GBA),gestion de projet
Genie Biologique et Agroalimentaires (GBA),Formulation cosmetique 
Genie Biologique et Agroalimentaires (GBA),Gestion de projet
Genie Biologique et Agroalimentaires (GBA),Certains cours de management / gestion d'equipe ou ceux plus specifiques a la gestion de production. 
Genie Biologique et Agroalimentaires (GBA),Programmation informatique en general 
Materiaux (MAT),Cours de management de project (theorique et pratique).
Materiaux (MAT),Management de projet / gestion de projet 
Genie Biologique et Agroalimentaires (GBA),Creuser d'avantage les materiaux d'emballage
Materiaux (MAT),Resistance des materiaux
Genie Biologique et Agroalimentaires (GBA),Gestion de projet - methodes
Genie Biologique et Agroalimentaires (GBA),Gestion de projet 
Sciences et Technologies de l'Eau (STE),Genie-civil QGIS 
Genie Biologique et Agroalimentaires (GBA),Management  Economie  Finances  Droit
Genie Biologique et Agroalimentaires (GBA),LE MANAGEMENT!
Genie Biologique et Agroalimentaires (GBA),Management opportunite apres etre diplome ( par exemple VIE)
Materiaux (MAT),Gestion et management de projet
Genie Biologique et Agroalimentaires (GBA),Materiaux pour les emballages Surtout avec le plastique Gros gros besoin de nos jours
Materiaux (MAT),Anglais avec des activites interessantes Gestion de projet
Materiaux (MAT),Je pense que les cours sur le management et la gestion de projet doivent etre renforces. Les cours initiaux sur le coeur des sciences des materiaux doivent etre maintenus mais il faut comprendre que les principaux recruteurs sont des societes de conseils en gestion de projet...  Loin du reve d'ingenieur materiau :/ 
Materiaux (MAT),Durabilite de metaux pourrait etre approfondi. Elastomeres serait un bon cours a ajouter a la formation. 
Materiaux (MAT),Renforcement de l'enseignement en chimie organique dans les specialites concernant les polymeres.
Genie Biologique et Agroalimentaires (GBA),Erp
Mecanique Structures Industrielles (MSI - apprentissage),Structure metallique eurocode 3
Mecanique Structures Industrielles (MSI - apprentissage),UtiLisation des logiciels pro
Mecanique Structures Industrielles (MSI - apprentissage),Le technique 
Mecanique Structures Industrielles (MSI - apprentissage),Les cours (et notamment les TP) concernant le soudage.
Mecanique Structures Industrielles (MSI - apprentissage),Finance
Mecanique Structures Industrielles (MSI - apprentissage),- Metallurgie - conception - anglais  - management  - gestion d'entreprise  - gestion d'affaire  - d'avantage d'heures de travaux pratiques 
Mecanique Structures Industrielles (MSI - apprentissage),La rdm pourrait etre approfondi par des applications de calcul sur des logiciels tels que robot structural analysis.
Materiaux (MAT),Chimie des materiaux
Mecanique Structures Industrielles (MSI - apprentissage),L'anglais  On ne fait pas assez de cas pratiques tires du terrain
Genie Biologique et Agroalimentaires (GBA),Les enseignements sur les techniques analytiques comme la spectro et la RMN.
Genie Biologique et Agroalimentaires (GBA),Je ne vois pas ce qu'il m'a manque dans mon travail actuellement
Genie Biologique et Agroalimentaires (GBA),Anglais
Genie Biologique et Agroalimentaires (GBA),Developpement durable Eco-conception en industries agroalimentaires Enjeux des industries (social environnement bien etre etc)
Genie Biologique et Agroalimentaires (GBA),Droit du travail  gestion de projet
Eau et Genie Civil (EGC - apprentissage),Le genie civil (vocabulaire et methodes constructives) surtout pour les personnes ne venant pas de DUT GC.
Eau et Genie Civil (EGC - apprentissage),La conduite de travaux en general + aspect technique
Eau et Genie Civil (EGC - apprentissage),Hydraulique fluvial et en charge 
Eau et Genie Civil (EGC - apprentissage),Hydroelectrique + organisation de chantier a revoir ( chiffrage planning)
Eau et Genie Civil (EGC - apprentissage),Les metiers lies aux travaux et a la gestion de l'argent 
Eau et Genie Civil (EGC - apprentissage),Tout ce qui est lie a la reglementation/l'administratif (CCAG loi MOP etc) 
Microelectronique Et Automatique (MEA),Excel 
Systemes Embarques (SE - apprentissage),Cours de C++ tres complique dans le temps imparti notamment avec le TAD.
Systemes Embarques (SE - apprentissage),Electronique  Info industrielle  Anglais  
Systemes Embarques (SE - apprentissage),Git / cadence
Microelectronique Et Automatique (MEA),Methode de gestion de projet (agile...) 
Eau et Genie Civil (EGC - apprentissage),Interventions des professionnels (etude de cas concret reponse a AO suivi d'operation ...)
Microelectronique Et Automatique (MEA),Tout ce qui releve de la securite numerique (dans le domaine de l'electronique et les bases de la crypto)
Eau et Genie Civil (EGC - apprentissage),Gestion de projet
Mecanique Structures Industrielles (MSI - apprentissage),Management
Mecanique Structures Industrielles (MSI - apprentissage),Ceux cites au dessus 
Systemes Embarques (SE - apprentissage),-Alimentation embarquee (necessite d'un cours sur les technologies de batteries et leurs applications) -CAO PCB (changer de logiciel et avoir un meilleur encadrement) 
Eau et Genie Civil (EGC - apprentissage),la modelisation hydraulique notamment sur les maillages de reseau 
Microelectronique Et Automatique (MEA),Module ROS pour les option robotique de MEA aujourd'hui c'est indispensable pour les jeunes forme en robotique !
Mecanique Structures Industrielles (MSI - apprentissage),Mathematiques 
Mecanique Structures Industrielles (MSI - apprentissage),TD en Atelier Management RH 
Eau et Genie Civil (EGC - apprentissage),L'apprentissage approfondi d'Autocad dans une formation Eau et Genie Civil cela me parait indispensable et nous n'avons utilise Autocad seulement le temps de deux journees en groupe de deux a l'IUT de Nimes..
Microelectronique Et Automatique (MEA),rien a declarer 
Materiaux (MAT),Pas de suggestion
Microelectronique Et Automatique (MEA),Insertion professionnelle (ecriture de CV entrainement aux entretiens negociations salaires...)
Microelectronique Et Automatique (MEA),Les enseignements sur l'insertion professionnelle (utilisation de LinkedIn savoir se presenter brievement en entretien) 
Sciences et Technologies de l'Eau (STE),SIG
Informatique et Gestion (IG),AWI devops
Informatique et Gestion (IG),Communication et IA
Sciences et Technologies de l'Eau (STE),Les cours sur les modelisations + quelques cours en plus sur l'hydrologie
Informatique et Gestion (IG),Gestion de projet: devrait etre plus realiste avec vrai separation des taches et des roles et du management
Informatique et Gestion (IG),Base de donnees et web
Informatique et Gestion (IG),Gestion de projet vie dans une entreprise 
Informatique et Gestion (IG),Git Plus de pratique pour tout ce qui concerne l'intelligence artificielle. Pourquoi pas un projet avec tensorflow? 
Informatique et Gestion (IG),Les cours/projets de data science.
Eau et Genie Civil (EGC - apprentissage),Faire des visites de chantier gros &oeliguvre.  Modelisation de ouvrages sur logiciel (REVIT SCIA ROBOT)
Materiaux (MAT),Gestion de projet
Mecanique Structures Industrielles (MSI - apprentissage),La preparation au TOEIC
Informatique et Gestion (IG),Renforcer l'apprentissage de nouvelles technologies web.
Microelectronique Et Automatique (MEA),Reseau 
Materiaux (MAT),Les cours d'insertion professionnelle  D'energie (correspond a beaucoup d'offre d'emploi)
Informatique et Gestion (IG),methode agile modernise les langages enseignes 
Materiaux (MAT),Cela depend du metier choisi par la suite mais selon moi les sciences dures meriteraient plus d'heures (theorie et pratique).
Mecanique Structures Industrielles (MSI - apprentissage),Gestion de projet Management des equipes 
Informatique et Gestion (IG),Peut-etre la partie tests 
Materiaux (MAT),Le management d'equipe et la communication
Microelectronique Et Automatique (MEA),English(Language is really important)
Microelectronique Et Automatique (MEA),Electronique analogique
Microelectronique Et Automatique (MEA),Linux et les systemes d'exploitation en general.
Microelectronique Et Automatique (MEA),Ras
Systemes Embarques (SE - apprentissage),routage 
Informatique et Gestion (IG),A mon epoque nous n'avions qu'un seul cours ou deux sur le TDD.   Je pense qu'il faudrait en derniere annee aborder un module entier sur le software craftmanship. Cela laisse ainsi le temps aux etudiants d'apprendre a coder et de comprendre en derniere annee les bonnes pratiques a mettre en place en entreprise.
Eau et Genie Civil (EGC - apprentissage),Les matieres de genie civil
Microelectronique Et Automatique (MEA),Design de schema electronique
